case,fault,method,test_normal,test_fault,f1_macro,balanced_accuracy,false_alarm_rate,fault_period_recall
re2ob_productcatalogservice_mem_3,mem,KMeans,144,721,0.8811649951916471,0.8423678532901834,0.3055555555555556,0.9902912621359223
re2ob_productcatalogservice_mem_3,mem,MaxDeviation,144,721,0.8784324324324324,0.8388956310679612,0.3125,0.9902912621359223
re2ob_productcatalogservice_socket_1,socket,SingleCenter,144,721,0.9329498945801811,0.9041695561719834,0.1875,0.9958391123439667
re2ob_productcatalogservice_socket_1,socket,KMeans,144,721,0.952014241910756,0.9319473339497611,0.13194444444444445,0.9958391123439667
re2ob_productcatalogservice_socket_1,socket,MaxDeviation,144,721,0.9543318726571988,0.9354195561719834,0.125,0.9958391123439667
re2ob_productcatalogservice_socket_2,socket,SingleCenter,144,721,0.9446059113300493,0.9347308907381723,0.11805555555555555,0.9875173370319001
re2ob_productcatalogservice_socket_2,socket,KMeans,144,721,0.951690645298367,0.9479262983510557,0.09027777777777778,0.986130374479889
re2ob_productcatalogservice_socket_2,socket,MaxDeviation,144,721,0.9716217989576694,0.984733780243489,0.013888888888888888,0.9833564493758669
re2ob_productcatalogservice_socket_3,socket,SingleCenter,144,721,0.9856965688300952,0.9951456310679612,0.0,0.9902912621359223
re2ob_productcatalogservice_socket_3,socket,KMeans,144,721,0.983609042502795,0.991673408845739,0.006944444444444444,0.9902912621359223
re2ob_productcatalogservice_socket_3,socket,MaxDeviation,144,721,0.9856965688300952,0.9951456310679612,0.0,0.9902912621359223
re2ob_recommendationservice_cpu_1,cpu,SingleCenter,144,721,0.9758041958041959,0.9916782246879334,0.0,0.9833564493758669
re2ob_recommendationservice_cpu_1,cpu,KMeans,144,721,0.9758041958041959,0.9916782246879334,0.0,0.9833564493758669
re2ob_recommendationservice_cpu_1,cpu,MaxDeviation,144,721,0.9758041958041959,0.9916782246879334,0.0,0.9833564493758669
re2ob_recommendationservice_cpu_2,cpu,SingleCenter,144,721,0.8102530354771391,0.756949260286639,0.4791666666666667,0.9930651872399445
re2ob_recommendationservice_cpu_2,cpu,KMeans,144,721,0.8690810810810812,0.8305642240715057,0.3263888888888889,0.9875173370319001
re2ob_recommendationservice_cpu_2,cpu,MaxDeviation,144,721,0.8288555910703388,0.7868171135768223,0.4097222222222222,0.9833564493758669
re2ob_recommendationservice_cpu_3,cpu,SingleCenter,144,721,0.9426006084488638,0.9180584450608722,0.1597222222222222,0.9958391123439667
re2ob_recommendationservice_cpu_3,cpu,KMeans,144,721,0.9426006084488638,0.9180584450608722,0.1597222222222222,0.9958391123439667
re2ob_recommendationservice_cpu_3,cpu,MaxDeviation,144,721,0.9938029702757499,0.9979195561719834,0.0,0.9958391123439667
re2ob_recommendationservice_delay_1,delay,SingleCenter,144,721,0.9316702477249748,0.8958333333333333,0.20833333333333334,1.0
re2ob_recommendationservice_delay_1,delay,KMeans,144,721,0.8636041754467447,0.8090277777777778,0.3819444444444444,1.0
re2ob_recommendationservice_delay_1,delay,MaxDeviation,144,721,0.8616384499465412,0.8131982971182,0.3680555555555556,0.9944521497919556
re2ob_recommendationservice_delay_2,delay,SingleCenter,144,721,0.9461446360153256,0.9486245954692556,0.08333333333333333,0.9805825242718447
re2ob_recommendationservice_delay_2,delay,KMeans,144,721,0.9592427155188661,0.9694579288025891,0.041666666666666664,0.9805825242718447
re2ob_recommendationservice_delay_2,delay,MaxDeviation,144,721,0.9719192312686664,0.9902912621359223,0.0,0.9805825242718447
re2ob_recommendationservice_delay_3,delay,SingleCenter,144,721,0.9387425183332886,0.9326504469101556,0.11805555555555555,0.9833564493758669
re2ob_recommendationservice_delay_3,delay,KMeans,144,721,0.8796684418710251,0.8493171135768223,0.2847222222222222,0.9833564493758669
re2ob_recommendationservice_delay_3,delay,MaxDeviation,144,721,0.9171155087549423,0.898621705963939,0.1875,0.984743411927878
re2ob_recommendationservice_disk_1,disk,SingleCenter,144,721,0.9122272957889397,0.8916772615194946,0.2013888888888889,0.984743411927878
re2ob_recommendationservice_disk_1,disk,KMeans,144,721,0.9429671722413376,0.9368161504083834,0.1111111111111111,0.984743411927878
re2ob_recommendationservice_disk_1,disk,MaxDeviation,144,721,0.9777618850629515,0.992371705963939,0.0,0.984743411927878
re2ob_recommendationservice_disk_2,disk,SingleCenter,144,721,0.8875501799197121,0.859733780243489,0.2638888888888889,0.9833564493758669
re2ob_recommendationservice_disk_2,disk,KMeans,144,721,0.8991371268656716,0.8638946678995223,0.2638888888888889,0.9916782246879334
re2ob_recommendationservice_disk_2,disk,MaxDeviation,144,721,0.9204807183444684,0.9076514100785946,0.16666666666666666,0.9819694868238558
re2ob_recommendationservice_disk_3,disk,SingleCenter,144,721,0.9877067818770962,0.9958391123439667,0.0,0.9916782246879334
re2ob_recommendationservice_disk_3,disk,KMeans,144,721,0.9877067818770962,0.9958391123439667,0.0,0.9916782246879334
re2ob_recommendationservice_disk_3,disk,MaxDeviation,144,721,0.9877067818770962,0.9958391123439667,0.0,0.9916782246879334
re2ob_recommendationservice_loss_1,loss,SingleCenter,144,721,0.9661662352602819,0.9882108183079057,0.0,0.9764216366158114
re2ob_recommendationservice_loss_1,loss,KMeans,144,721,0.9642680105750165,0.9875173370319001,0.0,0.9750346740638003
re2ob_recommendationservice_loss_1,loss,MaxDeviation,144,721,0.9785708623184097,0.9652777777777778,0.06944444444444445,1.0
re2ob_recommendationservice_loss_2,loss,SingleCenter,144,721,0.9605001187279668,0.986130374479889,0.0,0.9722607489597781
re2ob_recommendationservice_loss_2,loss,KMeans,144,721,0.9605001187279668,0.986130374479889,0.0,0.9722607489597781
re2ob_recommendationservice_loss_2,loss,MaxDeviation,144,721,0.9605001187279668,0.986130374479889,0.0,0.9722607489597781
re2ob_recommendationservice_loss_3,loss,SingleCenter,144,721,0.6507033952874153,0.6145833333333334,0.7708333333333334,1.0
re2ob_recommendationservice_loss_3,loss,KMeans,144,721,0.7205437824870051,0.6743142240715057,0.6388888888888888,0.9875173370319001
re2ob_recommendationservice_loss_3,loss,MaxDeviation,144,721,0.48277923941640755,0.5138888888888888,0.9722222222222222,1.0
re2ob_recommendationservice_mem_1,mem,SingleCenter,144,721,0.8568607550250424,0.8138965942364,0.3611111111111111,0.9889042995839112
re2ob_recommendationservice_mem_1,mem,KMeans,144,721,0.8568607550250424,0.8138965942364,0.3611111111111111,0.9889042995839112
re2ob_recommendationservice_mem_1,mem,MaxDeviation,144,721,0.9253932014205988,0.9041743720141778,0.18055555555555555,0.9889042995839112
re2ob_recommendationservice_mem_2,mem,SingleCenter,144,721,0.9979229149307598,0.9993065187239945,0.0,0.9986130374479889
re2ob_recommendationservice_mem_2,mem,KMeans,144,721,0.9979229149307598,0.9993065187239945,0.0,0.9986130374479889
re2ob_recommendationservice_mem_2,mem,MaxDeviation,144,721,0.9979229149307598,0.9993065187239945,0.0,0.9986130374479889
re2ob_recommendationservice_mem_3,mem,SingleCenter,144,721,0.9812020543727862,0.9798649637848666,0.034722222222222224,0.9944521497919556
re2ob_recommendationservice_mem_3,mem,KMeans,144,721,0.9854604045153188,0.9868094082293111,0.020833333333333332,0.9944521497919556
re2ob_recommendationservice_mem_3,mem,MaxDeviation,144,721,0.9917598643473622,0.9972260748959778,0.0,0.9944521497919556
re2ob_recommendationservice_socket_1,socket,SingleCenter,144,721,0.9563765835552328,0.9361130374479889,0.125,0.9972260748959778
re2ob_recommendationservice_socket_1,socket,KMeans,144,721,0.9514164800574357,0.9451475574048389,0.09722222222222222,0.9875173370319001
re2ob_recommendationservice_socket_1,socket,MaxDeviation,144,721,0.9210045662100457,0.9000086685159501,0.1875,0.9875173370319001
re2ob_recommendationservice_socket_2,socket,SingleCenter,144,721,0.6875823628749647,0.6479282246879334,0.6875,0.9833564493758669
re2ob_recommendationservice_socket_2,socket,KMeans,144,721,0.6393369788106631,0.609733780243489,0.7638888888888888,0.9833564493758669
re2ob_recommendationservice_socket_2,socket,MaxDeviation,144,721,0.6252698923203288,0.5993171135768223,0.7847222222222222,0.9833564493758669
re2ob_recommendationservice_socket_3,socket,SingleCenter,144,721,0.9474898318460511,0.9437605948528278,0.09722222222222222,0.984743411927878
re2ob_recommendationservice_socket_3,socket,KMeans,144,721,0.9563812135459564,0.9576494837417168,0.06944444444444445,0.984743411927878
re2ob_recommendationservice_socket_3,socket,MaxDeviation,144,721,0.9406861016417851,0.9333439281861612,0.11805555555555555,0.984743411927878
