repeat,fold,model,feature_set,n_test,f1_macro,balanced_accuracy,average_precision,brier,fit_seconds,best_params
0,1,RandomForest,BASE+LOCAL,192,0.5854675402025015,0.5815527538155275,0.48825139465131084,0.19008240470829615,1.5333553880000181,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,1,GradientBoosting,BASE+LOCAL,192,0.5334338863750628,0.5434638354346384,0.45341309148127845,0.19367211036931095,1.3465381920004802,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,1,LogisticRegression,BASE+KB,192,0.5956102427668772,0.5906436629064367,0.4517186265655664,0.19291255586764522,0.1445662080004695,"{""clf__C"": 1.0, ""clf__class_weight"": null}"
0,1,RandomForest,BASE+KB,192,0.5693881566004328,0.5688785666887857,0.4183283908445929,0.19780789916147015,1.5259298130004026,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,1,GradientBoosting,BASE+KB,192,0.5872235872235873,0.5834107498341075,0.4196250877484319,0.19598330673348716,1.4736455949996525,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,1,DummyPrior,-,192,0.41641337386018235,0.5,0.2864583333333333,0.20739067925347224,0.0,{}
0,1,LogicOnly,-,192,0.5918890650831674,0.5905109489051095,0.3411057692307692,0.328125,0.0,{}
0,2,LogisticRegression,BASE,200,0.568547082299644,0.5857142857142857,0.4688115595457859,0.2316558201257235,0.11807349500031705,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
0,2,RandomForest,BASE,200,0.5337995337995338,0.5428571428571428,0.4776890171527415,0.1979817053741587,1.2880080240001917,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,2,GradientBoosting,BASE,200,0.5091271667433656,0.5285714285714286,0.4524014657318527,0.19839797584113897,0.8694245060005414,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,2,LogisticRegression,BASE+LOCAL,200,0.5901197281846619,0.6095238095238096,0.4850576051358221,0.22520838424278125,0.13135239999974146,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
0,2,RandomForest,BASE+LOCAL,200,0.5328511151295962,0.5452380952380952,0.4699445261984534,0.1956108363917108,1.4776612079995175,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 10}"
0,2,GradientBoosting,BASE+LOCAL,200,0.5704340097763294,0.5738095238095238,0.43762138038466136,0.2001555244815674,1.3409024129996396,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,2,LogisticRegression,BASE+KB,200,0.5975633286474269,0.6107142857142858,0.499613422640991,0.22199924058851722,0.13823165000030713,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
0,2,RandomForest,BASE+KB,200,0.5842293906810035,0.5833333333333334,0.4740226094265323,0.19495449378819124,1.5411507139997411,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,2,GradientBoosting,BASE+KB,200,0.6000592504814102,0.5976190476190476,0.49723137112170024,0.1908094236770127,1.4893754790000457,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,2,DummyPrior,-,200,0.4117647058823529,0.5,0.3,0.21145602493074794,0.0,{}
0,2,LogicOnly,-,200,0.6514004087029691,0.65,0.4086206896551724,0.29,0.0,{}
0,3,LogisticRegression,BASE,184,0.536231884057971,0.5374935798664612,0.4487133035213384,0.24560886062471746,0.12242438600060268,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}"
