sample_id,n_nodes,input_facts,closure_facts,rounds,matches,seconds,derived_down,oracle_agreement
111,18,20,90,6,4514,0.0065487619995110435,6,1
112,18,23,162,6,10129,0.01377941800001281,12,1
113,18,21,112,5,5946,0.014071921000322618,1,1
114,18,21,112,5,5946,0.008886878000339493,1,1
115,18,23,121,5,6660,0.009989000000132364,3,1
116,18,27,140,5,8619,0.01233002899971325,12,1
117,18,22,119,5,6303,0.008609829999841168,2,1
118,18,20,110,5,5589,0.007757164999929955,0,1
119,18,21,112,5,5946,0.008080286000222259,1,1
120,13,13,72,6,3850,0.0064513580000493675,0,1
121,13,17,96,6,5558,0.008306698000524193,6,1
122,13,15,80,6,4518,0.007718333000411803,2,1
123,13,14,88,6,4190,0.006334913000500819,1,1
124,13,14,83,7,5143,0.009467079999922134,1,1
125,13,16,91,6,5056,0.0072630980002941214,4,1
126,13,13,72,6,3850,0.006115945999226824,0,1
127,13,16,94,6,4870,0.0072978240004886175,3,1
128,12,13,77,4,2062,0.003255198999795539,6,1
129,12,16,81,4,2344,0.003788604999499512,5,1
130,12,12,58,4,1576,0.002745360000517394,0,1
131,12,12,58,4,1576,0.002574133000052825,0,1
132,12,12,58,4,1576,0.0026497310000195284,0,1
133,12,16,73,4,2329,0.003791539000303601,5,1
134,12,12,58,4,1576,0.0026803979999385774,0,1
135,12,15,70,4,2158,0.003421388999413466,4,1
136,13,14,72,4,2198,0.0034198120001747156,4,1
137,13,11,58,4,1598,0.002732308999839006,0,1
138,13,14,68,4,2126,0.0032984250001391047,3,1
139,13,17,83,5,3752,0.006479719000708428,7,1
140,13,13,66,4,2020,0.003581269000278553,3,1
141,13,11,58,4,1598,0.002657850999639777,0,1
142,13,16,108,5,4273,0.00624063000032038,13,1
143,13,14,90,4,2638,0.00438171899986628,10,1
144,16,16,62,3,1245,0.002304848999301612,1,1
145,16,17,71,4,2170,0.0034700050000537885,4,1
146,16,15,60,3,1127,0.0019319829998494242,0,1
147,16,19,73,3,1623,0.002890425000259711,4,1
148,16,15,60,3,1127,0.002112097000463109,0,1
149,16,17,65,3,1363,0.0023265440004252014,2,1
150,16,16,66,3,1337,0.002284466999299184,3,1
151,16,17,70,4,2170,0.0033663469994280604,4,1
152,18,20,134,5,8217,0.011205973999494745,5,1
153,18,22,150,5,9170,0.012674947000050452,8,1
154,18,22,155,6,11632,0.016887580000002345,6,1
155,18,21,145,5,8725,0.01368895599989628,6,1
156,18,20,121,5,7633,0.011461926999800198,1,1
157,18,23,139,5,9139,0.01568667599985929,5,1
158,18,27,171,5,11575,0.016326855999977852,12,1
159,18,20,121,5,7633,0.01376055200034898,1,1
160,15,18,70,5,2816,0.004790760000105365,0,1
161,15,19,77,5,3059,0.004674629999499302,1,1
162,15,21,89,5,3995,0.005707689999326249,8,1
163,15,19,72,5,3054,0.004572293000819627,1,1
164,15,22,86,5,3960,0.005634869999994407,6,1
165,15,18,70,5,2816,0.004222669000228052,0,1
166,15,19,74,5,3150,0.004950364999785961,2,1
167,15,18,70,5,2816,0.00457278799967753,0,1
168,18,23,117,6,7511,0.010780134000015096,4,1
169,18,23,111,6,7489,0.01031212899943057,4,1
170,18,25,142,7,11289,0.016317677999722946,13,1
171,18,23,130,7,10120,0.013864423999621067,10,1
172,18,23,104,6,7177,0.009680846000264864,2,1
173,18,24,113,6,7586,0.010985453000103007,3,1
174,18,23,106,6,7322,0.010309463999874424,3,1
175,18,26,115,6,8404,0.011464246999821626,5,1
176,15,17,85,4,2831,0.00427484700048808,1,1
177,15,19,102,5,4865,0.010476380000000063,6,1
178,15,18,92,4,3046,0.004838860000745626,2,1
179,15,18,87,4,3046,0.004523538000285043,2,1
180,15,18,91,4,3135,0.0047568709996994585,3,1
181,15,17,85,4,2831,0.004311733999202261,1,1
182,15,19,96,4,3417,0.004996294999727979,5,1
183,15,18,91,4,3135,0.006380867999723705,3,1
184,18,20,126,6,10001,0.014395696000065072,3,1
185,18,21,134,7,13177,0.017810048999308492,5,1
186,18,19,139,6,9949,0.01388687399958144,5,1
187,18,21,135,6,10693,0.01602592800009006,5,1
188,18,19,134,6,9680,0.013859902000149305,3,1
189,18,22,147,7,13336,0.01838688399948296,4,1
190,18,21,136,7,12947,0.017999155999859795,4,1
191,18,21,150,7,13978,0.019543015000635933,8,1
192,13,14,65,3,1441,0.0025543700003254344,2,1
193,13,13,61,3,1306,0.0020590060003087274,1,1
194,13,12,59,3,1177,0.002006908000112162,0,1
195,13,15,75,4,2570,0.0038534969999091118,5,1
196,13,14,63,3,1435,0.0022801759996582405,2,1
197,13,15,93,4,2835,0.004225294999741891,10,1
198,13,14,67,3,1447,0.0024395020000156364,2,1
199,13,15,86,4,2697,0.004331125999669894,7,1
200,16,16,96,5,4392,0.007619822999913595,1,1
201,16,15,88,5,4074,0.006474681999861787,0,1
202,16,19,107,5,5346,0.011338073999468179,4,1
203,16,20,107,5,5689,0.008287098999971931,5,1
204,16,15,88,5,4074,0.008901366999452875,0,1
205,16,16,90,5,4387,0.008537624000382493,1,1
206,16,15,88,5,4074,0.006412663000446628,0,1
207,16,15,88,5,4074,0.006046722000064619,0,1
208,11,11,58,4,1447,0.0023202419997687684,3,1
209,11,10,48,4,1182,0.0019631650002338574,0,1
210,11,14,64,4,1778,0.003511118999995233,4,1
211,11,11,58,4,1447,0.0029647390001628082,3,1
212,11,13,82,5,2808,0.004753805000291322,10,1
213,11,13,63,4,1677,0.0026660559997253586,4,1
214,11,11,50,4,1327,0.0021987379996062373,1,1
215,11,10,48,4,1182,0.001931832999616745,0,1
216,10,11,58,5,1636,0.003484384999865142,2,1
217,10,12,56,5,1851,0.003052709999792569,4,1
218,10,9,44,5,1282,0.0022068300004320918,0,1
219,10,11,52,5,1684,0.0030757920003452455,3,1
220,10,10,50,5,1459,0.0027086889995189267,1,1
221,10,11,63,5,1807,0.0031305980000979616,5,1
222,10,10,46,5,1449,0.0024861499996404746,1,1
223,10,9,44,5,1282,0.0026282470007572556,0,1
224,18,23,171,7,14574,0.021421182000267436,12,1
225,18,22,159,7,13182,0.019233912999879976,7,1
226,18,22,146,7,12374,0.019672256999911042,3,1
227,18,24,149,7,13432,0.025126378999630106,4,1
228,18,22,156,7,12706,0.020672964000368665,5,1
229,18,22,154,7,12902,0.020222899000145844,7,1
230,18,21,140,7,11746,0.016978402999484388,2,1
231,18,21,140,7,11746,0.017496272000244062,2,1
232,11,13,50,4,1188,0.0019206159995519556,1,1
233,11,14,60,4,1395,0.0021994090002408484,4,1
234,11,13,53,4,1236,0.0019637380000858684,2,1
235,11,12,48,4,1061,0.0017215719999512658,0,1
236,11,12,48,4,1061,0.0017310009998254827,0,1
237,11,13,51,4,1188,0.0019146060003549792,1,1
238,11,15,63,4,1505,0.002465853999638057,4,1
239,11,14,53,4,1315,0.00220544300009351,2,1
240,14,18,90,6,4575,0.006708132000312617,4,1
241,14,18,107,7,5988,0.00871309400008613,7,1
242,14,17,108,6,4965,0.007287733000339358,11,1
243,14,15,78,6,3565,0.005462648000502668,0,1
244,14,18,121,6,5395,0.007830014000319352,12,1
245,14,17,87,6,4270,0.006662743000561022,3,1
246,14,24,138,7,8388,0.011500030999741284,13,1
247,14,17,102,6,4577,0.00784706800004642,7,1
248,17,24,159,7,12418,0.017218476999914856,13,1
249,17,20,139,7,9572,0.013691989000108151,8,1
250,17,20,115,6,7016,0.010108535999279411,1,1
251,17,21,143,7,10357,0.01455284700023185,8,1
252,17,20,115,6,7016,0.01109018199986167,1,1
253,17,23,133,6,8859,0.01259584299987182,8,1
254,17,23,141,7,11104,0.014981794000050286,10,1
255,17,20,121,6,7274,0.01049569499991776,3,1
256,15,19,139,7,10161,0.014021668999703252,14,1
257,15,15,87,6,5156,0.007279252000444103,0,1
258,15,17,107,6,6094,0.008838018999995256,3,1
259,15,16,98,6,5700,0.011523217000103614,2,1
260,15,19,113,6,6882,0.010265771999911522,5,1
261,15,20,146,7,10689,0.014864786000543972,14,1
262,15,18,113,6,6821,0.010074212000290572,6,1
263,15,17,101,6,6094,0.010766554999463551,3,1
264,10,11,60,5,1957,0.0031631260007998208,1,1
